  dataset        a        v       t0      st0  penalty      fit     time   method
 subj_142_trials_40   1.2104   5.1183   0.3816   0.1828   0.0000 -43.3236   0.0900       ML
 subj_142_trials_50   0.8684   4.2939   0.3979   0.1879   0.0000 -48.1299   0.1130       ML
 subj_142_trials_60   1.3347   2.5327   0.3059   0.0738   0.0000 -26.3252   0.0840       ML
 subj_143_trials_10   0.6741   1.1849   0.3045   0.0000   0.0000  -6.6411   0.0070       ML
 subj_143_trials_20   1.0597   2.5521   0.2862   0.0000   0.0000 -12.8895   0.0090       ML
 subj_143_trials_30   0.6963   2.2283   0.3056   0.0001   0.0000 -28.2814   0.0170       ML
 subj_143_trials_40   1.2717   2.4834   0.2861   0.0000   0.0000 -18.9511   0.0230       ML
 subj_143_trials_50   1.2384   3.0117   0.3261   0.0000   0.0000 -37.6299   0.0330       ML
 subj_143_trials_60   1.2991   3.8659   0.3416   0.0515   0.0000 -61.5692   0.0530       ML
 subj_144_trials_10   0.5522   3.9356   0.3232   0.0760   0.0000 -13.8921   0.0140       ML
 subj_144_trials_20   1.3513   4.0219   0.2940   0.0001   0.0000 -21.7664   0.0110       ML
 subj_144_trials_30   1.2372   4.1848   0.3620   0.1794   0.0000 -26.6614   0.0650       ML
 subj_144_trials_40   1.1658   0.5126   0.3217   0.0001   0.0000  18.5505   0.0260       ML
 subj_144_trials_50   1.2213   2.2394   0.2978   0.0004   0.0000 -19.3571   0.0440       ML
 subj_144_trials_60   0.7713   2.6069   0.3020   0.0000   0.0000 -58.5699   0.0360       ML
 subj_145_trials_10   1.4171   3.0959   0.3016   0.0000   0.0000  -7.0158   0.0070       ML
 subj_145_trials_20   0.8618   3.2269   0.3007   0.0000   0.0000 -21.9059   0.0120       ML
 subj_145_trials_30   0.9910   1.1675   0.3285   0.0001   0.0000  -1.9559   0.0200       ML
 subj_145_trials_40   2.0088   3.0704   0.2838   0.0001   0.0000 -18.6582   0.0370       ML
 subj_145_trials_50   1.9090   1.8238   0.2767   0.0001   0.0000  10.3194   0.0550       ML
 subj_145_trials_60   1.3876   1.0444   0.3156   0.0002   0.0000  28.8218   0.0440       ML
 subj_146_trials_10   1.3164   3.3178   0.3017   0.0000   0.0000  -8.4301   0.0070       ML
 subj_146_trials_20   0.9169   2.9497   0.2897   0.0000   0.0000 -18.6872   0.0110       ML
 subj_146_trials_30   0.7725   1.4979   0.3173   0.0000   0.0000 -16.9106   0.0190       ML
 subj_146_trials_40   0.7124   0.8392   0.3081   0.0000   0.0000 -20.8614   0.0210       ML
 subj_146_trials_50   1.3295   3.8631   0.3494   0.1129   0.0000 -46.2617   0.0710       ML
 subj_146_trials_60   0.7925   1.2398   0.3070   0.0001   0.0000 -26.4527   0.0310       ML
 subj_147_trials_10   1.6345   1.2464   0.3178   0.0001   0.0000   5.4483   0.0110       ML
 subj_147_trials_20   0.8249   3.3699   0.3007   0.0000   0.0000 -23.6486   0.0110       ML
 subj_147_trials_30   1.3940   0.8299   0.3564   0.0001   0.0000  18.5138   0.0240       ML
 subj_147_trials_40   1.5115   2.3600   0.3911   0.3145   0.0000  -2.3838   0.1390       ML
 subj_147_trials_50   1.0132   3.6542   0.4100   0.2175   0.0000 -36.4691   0.1350       ML
 subj_147_trials_60   1.5037   4.2118   0.2968   0.0000   0.0000 -64.8965   0.0470       ML
 subj_148_trials_10   1.2632   4.1366   0.3085   0.0752   0.0000 -10.8482   0.0120       ML
 subj_148_trials_20   2.0231   2.5220   0.2846   0.0000   0.0000  -3.9469   0.0140       ML
 subj_148_trials_30   1.4211   2.3865   0.3128   0.1332   0.0000  -8.1754   0.0600       ML
 subj_148_trials_40   0.6917   5.0995   0.3515   0.1075   0.0000 -56.4442   0.0650       ML
 subj_148_trials_50   0.9265   4.0250   0.3146   0.0000   0.0000 -66.6508   0.0280       ML
 subj_148_trials_60   1.4516   4.7277   0.2963   0.0001   0.0000 -75.5504   0.0340       ML
 subj_149_trials_10   0.9153   0.8665   0.3085   0.0000   0.0000  -0.5135   0.0060       ML
 subj_149_trials_20   1.1834   4.5949   0.2954   0.0000   0.0000 -27.0831   0.0090       ML
 subj_149_trials_30   1.1688   2.8061   0.3418   0.1711   0.0000 -15.2011   0.0610       ML
 subj_149_trials_40   0.7316   1.8377   0.3020   0.0000   0.0000 -30.0147   0.0210       ML
 subj_149_trials_50   1.2514   2.9796   0.3266   0.0000   0.0000 -36.5817   0.0300       ML
 subj_149_trials_60   0.9298   2.1666   0.3029   0.0000   0.0000 -36.2124   0.0410       ML
 subj_14_trials_10   1.0702   2.0287   0.3881   0.2867   0.0000  -0.6195   0.0280       ML
 subj_14_trials_20   1.0972   2.6342   0.4174   0.3334   0.0000  -4.6905   0.0680       ML
 subj_14_trials_30   0.9334   1.2397   0.3253   0.0000   0.0000  -5.5543   0.0200       ML
 subj_14_trials_40   1.5267   1.2268   0.3159   0.0001   0.0000  18.9395   0.0350       ML
 subj_14_trials_50   0.6373   3.3945   0.3004   0.0000   0.0000 -71.2140   0.0250       ML
 subj_14_trials_60   1.3646   2.4487   0.3502   0.1735   0.0000 -17.3232   0.1290       ML
 subj_150_trials_10   1.1194   0.7146   0.3128   0.0001   0.0000   3.5236   0.0060       ML
 subj_150_trials_20   0.9987   4.9743   0.3441   0.1165   0.0000 -25.9759   0.0350       ML
 subj_150_trials_30   1.3307   1.1666   0.3205   0.0002   0.0000  10.5853   0.0230       ML
 subj_150_trials_40   0.9576   1.9551   0.3063   0.0000   0.0000 -18.3705   0.0250       ML
 subj_150_trials_50   1.6870   1.7037   0.2940   0.0000   0.0000  10.5044   0.0390       ML
 subj_150_trials_60   1.3475   1.0002   0.3162   0.0000   0.0000  28.0165   0.0470       ML
 subj_151_trials_10   1.4463   3.0205   0.3021   0.0000   0.0000  -6.5463   0.0060       ML
 subj_151_trials_20   0.9736   1.0783   0.3148   0.0001   0.0000  -0.7464   0.0110       ML
 subj_151_trials_30   1.3850   4.4816   0.2947   0.0000   0.0000 -36.5181   0.0200       ML
 subj_151_trials_40   1.2130   4.3898   0.3507   0.1481   0.0000 -40.5494   0.0920       ML
 subj_151_trials_50   1.1996   4.5991   0.3391   0.1397   0.0000 -53.6208   0.1040       ML
 subj_151_trials_60   1.3063   3.1468   0.3124   0.0944   0.0000 -42.0213   0.0790       ML
 subj_152_trials_10   1.1865   1.7182   0.3094   0.0001   0.0000  -0.9643   0.0070       ML
 subj_152_trials_20   0.7756   3.8381   0.3062   0.0000   0.0000 -28.0385   0.0110       ML
 subj_152_trials_30   1.2499   0.5418   0.3526   0.0004   0.0000  16.9417   0.0250       ML
 subj_152_trials_40   0.6040   0.3203   0.3049   0.0000   0.0000 -30.9949   0.0210       ML
 subj_152_trials_50   0.8871   4.2398   0.3257   0.0960   0.0000 -60.6949   0.0750       ML
 subj_152_trials_60   1.1478   1.1735   0.3118   0.0001   0.0000   8.7947   0.0490       ML
 subj_153_trials_10   1.7541   6.2176   0.2952   0.0944   0.0000 -13.6090   0.0190       ML
 subj_153_trials_20   0.5429   5.3022   0.3278   0.0770   0.0000 -33.2212   0.0250       ML
 subj_153_trials_30   0.6889   4.8160   0.3118   0.0502   0.0000 -48.6328   0.0290       ML
 subj_153_trials_40   0.8051   0.8753   0.3099   0.0000   0.0000 -12.2219   0.0200       ML
 subj_153_trials_50   1.1833   3.1779   0.3457   0.1706   0.0000 -31.8875   0.1090       ML
 subj_153_trials_60   0.7682   1.7569   0.3052   0.0001   0.0000 -39.4192   0.0450       ML
 subj_154_trials_10   0.7512   1.0639   0.3057   0.0000   0.0000  -4.4744   0.0070       ML
 subj_154_trials_20   1.1437   4.8804   0.3762   0.1788   0.0000 -21.1268   0.0510       ML
 subj_154_trials_30   0.9583   6.0977   0.3626   0.1345   0.0000 -42.4001   0.0600       ML
 subj_154_trials_40   0.9019   6.3569   0.3384   0.1000   0.0000 -63.9122   0.0570       ML
 subj_154_trials_50   1.0281   1.1897   0.3102   0.0000   0.0000  -0.6939   0.0330       ML
 subj_154_trials_60   0.9928   4.3185   0.3105   0.0002   0.0000 -82.9018   0.0450       ML
 subj_155_trials_10   1.3961   2.9672   0.3097   0.0001   0.0000  -6.5402   0.0080       ML
 subj_155_trials_20   1.3789   4.5016   0.3972   0.2209   0.0000 -16.9635   0.0490       ML
 subj_155_trials_30   1.3190   4.4294   0.4186   0.2550   0.0000 -23.2158   0.0870       ML
 subj_155_trials_40   1.2338   0.4846   0.3242   0.0002   0.0000  23.0665   0.0240       ML
 subj_155_trials_50   1.1902   0.7694   0.3170   0.0001   0.0000  19.8808   0.0340       ML
 subj_155_trials_60   0.7786   4.3423   0.3163   0.0545   0.0000 -86.0991   0.0590       ML
 subj_156_trials_10   1.1920   5.0792   0.3292   0.0000   0.0000 -14.8340   0.0050       ML
 subj_156_trials_20   0.6099   1.7207   0.3058   0.0000   0.0000 -19.4522   0.0110       ML
 subj_156_trials_30   1.1028   4.6236   0.3058   0.0000   0.0000 -42.3264   0.0120       ML
 subj_156_trials_40   1.2132   4.2354   0.3455   0.1482   0.0000 -38.7019   0.0810       ML
 subj_156_trials_50   0.9208   3.4706   0.3180   0.0327   0.0000 -55.7090   0.0390       ML
 subj_156_trials_60   0.8700   4.3608   0.3107   0.0000   0.0000 -88.8614   0.0280       ML
 subj_157_trials_10   0.7595   0.5054   0.3071   0.0000   0.0000  -3.2104   0.0050       ML
 subj_157_trials_20   1.0836   1.5225   0.3119   0.0002   0.0000  -1.8826   0.0160       ML
 subj_157_trials_30   1.8003   2.8241   0.3148   0.0000   0.0000 -12.8605   0.0200       ML
 subj_157_trials_40   1.3409   2.5539   0.3264   0.0003   0.0000 -19.0712   0.0280       ML
 subj_157_trials_50   0.8289   0.9926   0.3086   0.0001   0.0000 -14.7310   0.0300       ML
 subj_157_trials_60   0.7530   1.3004   0.3051   0.0000   0.0000 -32.2110   0.0290       ML
 subj_158_trials_10   1.4086   0.5668   0.3198   0.0002   0.0000   8.0980   0.0100       ML
 subj_158_trials_20   1.7450   1.5931   0.3030   0.0000   0.0000   6.3236   0.0150       ML
 subj_158_trials_30   1.8389   3.1200   0.2848   0.0000   0.0000 -16.4715   0.0270       ML
 subj_158_trials_40   1.3307   2.6702   0.3681   0.1615   0.0000 -16.2756   0.0840       ML
 subj_158_trials_50   1.9885   1.3741   0.2939   0.0001   0.0000  29.4049   0.0510       ML
 subj_158_trials_60   1.1235   3.4129   0.3981   0.2116   0.0000 -38.3781   0.1500       ML
 subj_159_trials_10   1.2104   0.6601   0.3147   0.0001   0.0000   5.0709   0.0060       ML
 subj_159_trials_20   1.7877   2.5482   0.2784   0.0002   0.0000  -5.8355   0.0120       ML
 subj_159_trials_30   1.0687   4.7227   0.3420   0.1262   0.0000 -35.1171   0.0500       ML
 subj_159_trials_40   1.7931   3.4450   0.2840   0.0001   0.0000 -27.8808   0.0380       ML
 subj_159_trials_50   1.9750   2.0604   0.3208   0.2104   0.0000   6.9297   0.1080       ML
 subj_159_trials_60   0.9844   4.3396   0.3061   0.0000   0.0000 -83.8042   0.0380       ML
 subj_15_trials_10   0.6582   1.2112   0.3043   0.0000   0.0000  -7.1351   0.0060       ML
 subj_15_trials_20   0.6598   2.4959   0.3044   0.0000   0.0000 -21.7122   0.0130       ML
 subj_15_trials_30   0.7679   0.8811   0.3199   0.0000   0.0000 -12.2578   0.0170       ML
 subj_15_trials_40   0.7012   5.0303   0.3529   0.1105   0.0000 -55.3514   0.0640       ML
 subj_15_trials_50   1.5173   0.8061   0.3222   0.0002   0.0000  38.2358   0.0400       ML
 subj_15_trials_60   0.6091   1.1011   0.3040   0.0000   0.0000 -51.5716   0.0310       ML
 subj_160_trials_10   0.6891   2.9577   0.3032   0.0000   0.0000 -11.8305   0.0050       ML
 subj_160_trials_20   0.6545   1.2406   0.3075   0.0000   0.0000 -14.9244   0.0110       ML
 subj_160_trials_30   0.8148   0.8316   0.3224   0.0000   0.0000  -8.7012   0.0170       ML
 subj_160_trials_40   1.2547   5.0975   0.2936   0.0001   0.0000 -58.1929   0.0180       ML
 subj_160_trials_50   1.2566   3.8394   0.3455   0.0534   0.0000 -51.8375   0.0430       ML
 subj_160_trials_60   1.1390   4.5403   0.3419   0.0850   0.0000 -74.3191   0.0640       ML
 subj_161_trials_10   0.4029   5.3958   0.3630   0.1552   0.0000 -12.3340   0.0250       ML
 subj_161_trials_20   0.8468   3.4110   0.3237   0.0657   0.0000 -21.2645   0.0250       ML
 subj_161_trials_30   1.0023   3.2709   0.3308   0.1259   0.0000 -24.4052   0.0610       ML
 subj_161_trials_40   1.0438   3.4115   0.3391   0.1346   0.0000 -33.1314   0.0870       ML
 subj_161_trials_50   0.8235   4.5468   0.3274   0.0990   0.0000 -64.5854   0.0680       ML
 subj_161_trials_60   1.5951   4.8328   0.2843   0.0000   0.0000 -73.6947   0.0310       ML
 subj_162_trials_10   0.9252   2.3518   0.3255   0.1471   0.0000  -4.6689   0.0230       ML
 subj_162_trials_20   0.9428   5.9192   0.3518   0.1215   0.0000 -28.8518   0.0330       ML
 subj_162_trials_30   1.3257   2.5473   0.3122   0.1151   0.0000 -12.2294   0.0610       ML
 subj_162_trials_40   1.2486   3.6008   0.3481   0.0000   0.0000 -39.8340   0.0210       ML
 subj_162_trials_50   0.6260   5.9625   0.3506   0.0972   0.0000 -81.0340   0.0710       ML
 subj_162_trials_60   0.6415   1.2823   0.3042   0.0000   0.0000 -48.1261   0.0300       ML
 subj_163_trials_10   0.6246   2.0677   0.3023   0.0000   0.0000 -10.0848   0.0060       ML
 subj_163_trials_20   1.5104   1.7906   0.2720   0.0001   0.0000   1.2876   0.0150       ML
 subj_163_trials_30   1.4321   2.3172   0.3507   0.2156   0.0000  -4.7444   0.0780       ML
 subj_163_trials_40   1.0454   3.2779   0.3189   0.0001   0.0000 -39.1388   0.0220       ML
 subj_163_trials_50   2.1038   2.8573   0.2964   0.0000   0.0000 -17.0218   0.0400       ML
 subj_163_trials_60   1.1402   0.9347   0.3138   0.0001   0.0000  15.3299   0.0460       ML
 subj_164_trials_10   0.7240   0.5306   0.3065   0.0000   0.0000  -4.1669   0.0050       ML
 subj_164_trials_20   1.0877   5.6169   0.3427   0.1153   0.0000 -27.6307   0.0300       ML
 subj_164_trials_30   1.1542   2.9398   0.3085   0.0879   0.0000 -20.6704   0.0430       ML
 subj_164_trials_40   1.1302   3.0267   0.3187   0.0000   0.0000 -32.7734   0.0260       ML
 subj_164_trials_50   1.1654   4.5979   0.3092   0.0000   0.0000 -68.3137   0.0220       ML
 subj_164_trials_60   0.7879   3.9423   0.2980   0.0000   0.0000 -84.8786   0.0310       ML
 subj_165_trials_10   1.5435   3.8725   0.3479   0.0001   0.0000  -9.4860   0.0080       ML
 subj_165_trials_20   1.2206   2.3690   0.4452   0.4125   0.0000  -0.4382   0.0720       ML
 subj_165_trials_30   0.8734   0.7675   0.3209   0.0000   0.0000  -4.0841   0.0170       ML
 subj_165_trials_40   1.0847   3.2515   0.4266   0.2646   0.0000 -20.4299   0.1170       ML
 subj_165_trials_50   1.6958   2.3362   0.3086   0.1698   0.0000  -5.9002   0.0920       ML
 subj_165_trials_60   0.7878   1.2465   0.3069   0.0000   0.0000 -27.1723   0.0330       ML
 subj_166_trials_10   1.5554   1.3101   0.3161   0.0000   0.0000   4.4554   0.0070       ML
 subj_166_trials_20   0.6486   4.4659   0.3353   0.1022   0.0000 -26.7769   0.0300       ML
 subj_166_trials_30   1.7856   1.6548   0.2685   0.0001   0.0000   8.7381   0.0190       ML
 subj_166_trials_40   0.5771   0.6735   0.3043   0.0000   0.0000 -35.6205   0.0220       ML
 subj_166_trials_50   1.4554   2.5628   0.3360   0.0001   0.0000 -21.4960   0.0380       ML
 subj_166_trials_60   1.3613   2.9264   0.3372   0.1715   0.0000 -29.3933   0.1150       ML
 subj_167_trials_10   1.7431   3.4714   0.3625   0.0001   0.0000  -7.2266   0.0110       ML
 subj_167_trials_20   1.5129   2.7887   0.3074   0.0002   0.0000 -10.4225   0.0130       ML
 subj_167_trials_30   0.7469   0.9060   0.3189   0.0000   0.0000 -13.9098   0.0190       ML
 subj_167_trials_40   1.1878   4.6793   0.3652   0.1430   0.0000 -44.8297   0.0730       ML
 subj_167_trials_50   1.9622   2.0746   0.3206   0.2078   0.0000   6.2703   0.1050       ML
 subj_167_trials_60   0.8875   3.5011   0.2974   0.0000   0.0000 -70.6315   0.0350       ML
 subj_168_trials_10   0.8176   0.9780   0.3067   0.0000   0.0000  -2.7807   0.0090       ML
 subj_168_trials_20   0.7239   2.2799   0.3053   0.0000   0.0000 -18.0354   0.0120       ML
 subj_168_trials_30   0.6763   1.7106   0.3133   0.0000   0.0000 -24.8933   0.0170       ML
 subj_168_trials_40   1.4366   2.4724   0.3794   0.1883   0.0000 -10.1286   0.0920       ML
 subj_168_trials_50   1.0577   3.4509   0.3172   0.0000   0.0000 -51.8553   0.0290       ML
 subj_168_trials_60   0.7851   0.8577   0.3068   0.0001   0.0000 -21.2189   0.0410       ML
 subj_169_trials_10   0.8372   0.4600   0.3086   0.0000   0.0000  -1.2638   0.0060       ML
 subj_169_trials_20   1.0761   4.6172   0.3512   0.1352   0.0000 -22.9959   0.0340       ML
 subj_169_trials_30   0.5503   2.8188   0.3035   0.0000   0.0000 -42.3853   0.0180       ML
 subj_169_trials_40   1.1494   0.5186   0.3209   0.0002   0.0000  17.3675   0.0260       ML
 subj_169_trials_50   1.3121   2.8455   0.3294   0.0001   0.0000 -31.8538   0.0270       ML
 subj_169_trials_60   0.6965   1.4096   0.3054   0.0000   0.0000 -41.9503   0.0340       ML
 subj_16_trials_10   1.5113   7.2091   0.2965   0.0702   0.0000 -16.5739   0.0130       ML
 subj_16_trials_20   0.8060   2.0447   0.3066   0.0000   0.0000 -13.7198   0.0120       ML
 subj_16_trials_30   1.3753   4.4708   0.2957   0.0000   0.0000 -36.5618   0.0190       ML
 subj_16_trials_40   1.0980   0.8475   0.3165   0.0001   0.0000   9.5822   0.0260       ML
 subj_16_trials_50   0.6566   4.1629   0.2993   0.0000   0.0000 -81.4241   0.0270       ML
 subj_16_trials_60   1.1346   2.2670   0.3102   0.0000   0.0000 -27.6172   0.0350       ML
 subj_170_trials_10   0.8069   0.4769   0.3080   0.0000   0.0000  -1.9941   0.0060       ML
 subj_170_trials_20   1.5967   1.6936   0.2686   0.0001   0.0000   3.5025   0.0150       ML
 subj_170_trials_30   1.2503   2.3632   0.2845   0.0000   0.0000 -12.6417   0.0170       ML
 subj_170_trials_40   0.9975   3.2381   0.2914   0.0000   0.0000 -39.5156   0.0210       ML
 subj_170_trials_50   0.7429   1.2328   0.3066   0.0000   0.0000 -27.2466   0.0280       ML
 subj_170_trials_60   0.7739   2.3696   0.3023   0.0000   0.0000 -52.6042   0.0350       ML
 subj_171_trials_10   0.5484   3.9631   0.3229   0.0753   0.0000 -14.0240   0.0130       ML
 subj_171_trials_20   0.5737   1.8269   0.3052   0.0001   0.0000 -21.8609   0.0100       ML
 subj_171_trials_30   1.1401   0.8636   0.3401   0.0003   0.0000   8.4588   0.0180       ML
 subj_171_trials_40   0.9836   0.9486   0.3133   0.0000   0.0000   0.8328   0.0270       ML
 subj_171_trials_50   0.9549   1.4003   0.3079   0.0001   0.0000 -10.5266   0.0290       ML
 subj_171_trials_60   1.5279   1.7724   0.2996   0.0001   0.0000   5.0479   0.0350       ML
 subj_172_trials_10   0.7345   1.0883   0.3054   0.0000   0.0000  -4.9227   0.0060       ML
 subj_172_trials_20   1.1959   3.5294   0.3046   0.0001   0.0000 -19.8305   0.0110       ML
 subj_172_trials_30   1.2241   4.1025   0.3465   0.1417   0.0000 -28.3349   0.0560       ML
 subj_172_trials_40   0.9452   1.1138   0.3114   0.0000   0.0000  -4.1913   0.0230       ML
 subj_172_trials_50   1.8185   1.1893   0.3035   0.0001   0.0000  33.6277   0.0410       ML
 subj_172_trials_60   1.3729   2.9947   0.3136   0.1041   0.0000 -36.0822   0.0910       ML
 subj_173_trials_10   0.6903   1.1574   0.3048   0.0000   0.0000  -6.1667   0.0050       ML
 subj_173_trials_20   1.2050   0.8707   0.3225   0.0001   0.0000   7.7748   0.0120       ML
 subj_173_trials_30   0.5834   4.3101   0.3016   0.0000   0.0000 -52.7176   0.0140       ML
 subj_173_trials_40   1.3765   3.8378   0.3640   0.2028   0.0000 -29.0410   0.0940       ML
 subj_173_trials_50   1.1435   2.3906   0.2980   0.0000   0.0000 -25.9522   0.0380       ML
 subj_173_trials_60   1.4449   2.3378   0.3069   0.0866   0.0000 -16.7670   0.0760       ML
 subj_174_trials_10   2.4225   4.5040   0.2908   0.1798   0.0000  -7.1574   0.0280       ML
 subj_174_trials_20   1.0509   2.7987   0.3950   0.2601   0.0000  -8.4559   0.0630       ML
 subj_174_trials_30   1.2567   3.8160   0.3432   0.1080   0.0000 -28.6260   0.0470       ML
