  dataset        a        v       t0      st0  penalty      fit     time   method
 subj_143_trials_30   0.6581   2.7038   0.3081   0.0675   0.0000   0.9995   0.0160       KS
 subj_143_trials_40   1.3764   2.6843   0.2632   0.0375   0.0000   0.9679   0.0360       KS
 subj_143_trials_50   2.5682   6.8027   0.3038   0.2270   0.0000   0.9732   0.0850       KS
 subj_143_trials_60   1.2361   3.8684   0.3468   0.0105   0.0000   0.9420   0.0160       KS
 subj_144_trials_10   0.4754   3.0927   0.3283   0.0525   0.0000   0.9999   0.0150       KS
 subj_144_trials_20   0.9077   4.1096   0.3504   0.1278   0.0000   0.9892   0.0260       KS
 subj_144_trials_30   1.0835   5.2716   0.3956   0.2110   0.0000   0.9879   0.0310       KS
 subj_144_trials_40   1.2410   0.5624   0.2802   0.0375   0.0000   0.9922   0.0470       KS
 subj_144_trials_50   1.2185   3.3914   0.3383   0.2884   0.0000   0.9997   0.0860       KS
 subj_144_trials_60   0.7612   2.9117   0.3056   0.0825   0.0000   0.9997   0.0310       KS
 subj_145_trials_10   1.2250   2.3112   0.3061   0.0023   0.0000   0.9979   0.0000       KS
 subj_145_trials_20   1.0182   4.1774   0.2930   0.0375   0.0000   0.9874   0.0210       KS
 subj_145_trials_30   1.0486   1.1962   0.3069   0.1126   0.0000   0.9983   0.0310       KS
 subj_145_trials_40   1.7276   3.1641   0.3330   0.2397   0.0000   0.9996   0.0690       KS
 subj_145_trials_50   2.1796   2.0190   0.2146   0.0004   0.0000   0.9934   0.0840       KS
 subj_145_trials_60   1.4576   1.0523   0.2827   0.0526   0.0000   0.9999   0.0470       KS
 subj_146_trials_10   1.2259   2.6865   0.2942   0.0023   0.0000   0.9978   0.0160       KS
 subj_146_trials_20   1.1756   3.5798   0.2524   0.0377   0.0000   0.9681   0.0220       KS
 subj_146_trials_30   0.7788   1.6514   0.3145   0.1125   0.0000   0.9961   0.0150       KS
 subj_146_trials_40   0.7532   0.9430   0.2931   0.0375   0.0000   0.9897   0.0320       KS
 subj_146_trials_50   1.3362   4.5038   0.3617   0.0727   0.0000   0.9404   0.0150       KS
 subj_146_trials_60   0.8580   1.2855   0.2867   0.0375   0.0000   0.9911   0.0380       KS
 subj_147_trials_10   1.6299   1.6671   0.2777   0.0089   0.0000   0.9999   0.0470       KS
 subj_147_trials_20   0.9957   4.8856   0.2965   0.1125   0.0000   0.9936   0.0230       KS
 subj_147_trials_30   1.5075   0.7986   0.3062   0.0527   0.0000   0.9997   0.0620       KS
 subj_147_trials_40   1.8977   3.3768   0.3720   0.3812   0.0000   0.9997   0.0840       KS
 subj_147_trials_50   1.0250   5.3731   0.4338   0.2529   0.0000   0.9345   0.0690       KS
 subj_147_trials_60   1.0281   4.4665   0.3542   0.1346   0.0000   0.9893   0.0390       KS
 subj_148_trials_10   0.8339   3.6920   0.3536   0.0525   0.0000   0.9998   0.0150       KS
 subj_148_trials_20   1.4348   2.6082   0.3951   0.2539   0.0000   0.9957   0.0450       KS
 subj_148_trials_30   2.9623   4.5209   0.2191   0.2475   0.0000   0.9970   0.1160       KS
 subj_148_trials_40   0.5714   5.7102   0.3639   0.1339   0.0000   0.9804   0.0310       KS
 subj_148_trials_50   1.4213   6.3066   0.3003   0.0675   0.0000   0.9295   0.0540       KS
 subj_148_trials_60   1.2053   6.0147   0.3408   0.1412   0.0000   0.9321   0.0150       KS
 subj_149_trials_10   0.8870   0.9032   0.2830   0.0022   0.0000   0.9834   0.0320       KS
 subj_149_trials_20   0.7756   4.5932   0.3400   0.0948   0.0000   0.9891   0.0050       KS
 subj_149_trials_30   1.3764   4.7123   0.3534   0.2376   0.0000   0.9998   0.0790       KS
 subj_149_trials_40   0.7375   2.0242   0.2989   0.0825   0.0000   0.9968   0.0220       KS
 subj_149_trials_50   1.6639   5.9324   0.3585   0.2316   0.0000   0.9779   0.0780       KS
 subj_149_trials_60   0.9243   2.4531   0.3068   0.1268   0.0000   0.9997   0.0380       KS
 subj_14_trials_10   0.9395   1.7159   0.3952   0.2696   0.0000   0.9999   0.0470       KS
 subj_14_trials_20   1.4934   4.0707   0.3937   0.3811   0.0000   0.9997   0.0690       KS
 subj_14_trials_30   0.9825   1.1033   0.3133   0.0375   0.0000   0.9993   0.0470       KS
 subj_14_trials_40   1.6308   1.4077   0.2879   0.3311   0.0000   0.9991   0.1000       KS
 subj_14_trials_50   0.6138   4.2890   0.3094   0.0764   0.0000   0.9997   0.0220       KS
 subj_14_trials_60   1.5997   3.0804   0.3273   0.2235   0.0000   0.9980   0.0470       KS
 subj_150_trials_10   1.0824   0.7306   0.2757   0.0526   0.0000   0.9833   0.0310       KS
 subj_150_trials_20   0.4978   4.8846   0.4000   0.1022   0.0000   0.9579   0.0220       KS
 subj_150_trials_30   1.2623   1.3427   0.3247   0.2089   0.0000   0.9996   0.0630       KS
 subj_150_trials_40   1.0201   2.2326   0.2958   0.1275   0.0000   0.9991   0.0380       KS
 subj_150_trials_50   1.8278   1.9598   0.2502   0.0376   0.0000   0.9758   0.0930       KS
 subj_150_trials_60   1.3998   0.9989   0.2876   0.0020   0.0000   0.9999   0.0640       KS
 subj_151_trials_10   1.2685   2.2894   0.3041   0.0027   0.0000   0.9979   0.0000       KS
 subj_151_trials_20   0.9865   1.3133   0.2865   0.1499   0.0000   0.9738   0.0210       KS
 subj_151_trials_30   0.6323   4.6997   0.3842   0.1471   0.0000   0.9872   0.0320       KS
 subj_151_trials_40   0.7963   3.7238   0.3938   0.1425   0.0000   0.9775   0.0320       KS
 subj_151_trials_50   1.0644   4.3038   0.3460   0.1545   0.0000   0.9878   0.0310       KS
 subj_151_trials_60   1.4669   3.9486   0.3158   0.1771   0.0000   0.9998   0.0470       KS
 subj_152_trials_10   1.4379   2.8461   0.2576   0.0430   0.0000   0.9998   0.0310       KS
 subj_152_trials_20   0.4894   5.0405   0.3433   0.0607   0.0000   0.9971   0.0060       KS
 subj_152_trials_30   1.3090   0.4858   0.3238   0.1853   0.0000   0.9963   0.0630       KS
 subj_152_trials_40   0.6410   0.3506   0.2903   0.0054   0.0000   0.9916   0.0220       KS
 subj_152_trials_50   1.0124   5.3577   0.3223   0.1233   0.0000   1.0000   0.0320       KS
 subj_152_trials_60   1.1843   1.1981   0.2929   0.0677   0.0000   0.9998   0.0470       KS
 subj_153_trials_10   0.9101   4.5653   0.3439   0.0855   0.0000   1.0000   0.0210       KS
 subj_153_trials_20   0.3586   5.6744   0.3467   0.0744   0.0000   1.0000   0.0240       KS
 subj_153_trials_30   0.6788   5.3059   0.3128   0.0418   0.0000   0.9999   0.0160       KS
 subj_153_trials_40   0.8387   0.8701   0.2925   0.0675   0.0000   0.9827   0.0310       KS
 subj_153_trials_50   0.9883   3.2589   0.3724   0.2150   0.0000   1.0000   0.1290       KS
 subj_153_trials_60   0.7975   1.7548   0.2961   0.0013   0.0000   0.9999   0.0160       KS
 subj_154_trials_10   0.7277   1.1092   0.2884   0.0092   0.0000   0.9833   0.0180       KS
 subj_154_trials_20   0.7907   4.6031   0.4123   0.1996   0.0000   0.9702   0.0310       KS
 subj_154_trials_30   0.6736   5.8661   0.3871   0.1515   0.0000   0.9637   0.0160       KS
 subj_154_trials_40   0.5564   5.6516   0.3653   0.1083   0.0000   0.9738   0.0350       KS
 subj_154_trials_50   1.0781   1.2030   0.2883   0.0375   0.0000   0.9996   0.0310       KS
 subj_154_trials_60   0.8791   6.1432   0.3415   0.1144   0.0000   0.9254   0.0310       KS
 subj_155_trials_10   1.1510   2.0227   0.3201   0.0012   0.0000   0.9816   0.0160       KS
 subj_155_trials_20   0.9148   3.2986   0.4323   0.2175   0.0000   0.9975   0.0220       KS
 subj_155_trials_30   1.1464   4.7567   0.4478   0.2925   0.0000   0.9622   0.0320       KS
 subj_155_trials_40   1.3131   0.5342   0.2775   0.0525   0.0000   0.9922   0.0680       KS
 subj_155_trials_50   1.2631   0.8032   0.2829   0.0065   0.0000   0.9995   0.0470       KS
 subj_155_trials_60   0.8021   5.2523   0.3197   0.0525   0.0000   0.9931   0.0220       KS
 subj_156_trials_10   1.0834   4.5811   0.3329   0.0595   0.0000   1.0000   0.0150       KS
 subj_156_trials_20   0.6321   1.8800   0.2937   0.0030   0.0000   0.9840   0.0320       KS
 subj_156_trials_30   0.4779   5.0856   0.3758   0.0985   0.0000   0.9764   0.0310       KS
 subj_156_trials_40   0.9711   4.4999   0.3745   0.1875   0.0000   0.9840   0.0200       KS
 subj_156_trials_50   0.9016   4.1715   0.3254   0.0975   0.0000   0.9984   0.0310       KS
 subj_156_trials_60   1.1315   6.4068   0.3090   0.0332   0.0000   0.8452   0.0160       KS
 subj_157_trials_10   0.7819   0.3118   0.2857   0.0000   0.0000   0.9899   0.0060       KS
 subj_157_trials_20   1.1613   1.6736   0.2783   0.0034   0.0000   0.9988   0.0300       KS
 subj_157_trials_30   0.8898   2.9531   0.4816   0.2792   0.0000   0.9913   0.0470       KS
 subj_157_trials_40   1.0801   3.9625   0.4031   0.2794   0.0000   0.9716   0.0540       KS
 subj_157_trials_50   0.8798   1.0334   0.2911   0.0389   0.0000   0.9983   0.0310       KS
 subj_157_trials_60   0.8344   1.3198   0.2850   0.0007   0.0000   0.9939   0.0150       KS
 subj_158_trials_10   1.3610   0.5787   0.2620   0.0526   0.0000   0.9835   0.0370       KS
 subj_158_trials_20   2.2422   2.3677   0.2645   0.4940   0.0000   0.9931   0.0850       KS
 subj_158_trials_30   1.4745   5.0622   0.4042   0.2681   0.0000   0.9859   0.0840       KS
 subj_158_trials_40   1.2775   3.0745   0.3831   0.2204   0.0000   0.9996   0.0470       KS
 subj_158_trials_50   1.9392   2.0442   0.4115   0.7427   0.0000   0.9997   0.2000       KS
 subj_158_trials_60   1.4973   5.0807   0.3852   0.2712   0.0000   0.9481   0.0860       KS
 subj_159_trials_10   1.1718   0.6875   0.2701   0.0376   0.0000   0.9835   0.0320       KS
 subj_159_trials_20   1.3790   2.4465   0.3315   0.1425   0.0000   0.9922   0.0360       KS
 subj_159_trials_30   0.7061   5.1500   0.3814   0.1575   0.0000   0.9858   0.0160       KS
 subj_159_trials_40   1.1736   2.9807   0.3575   0.1434   0.0000   0.9988   0.0540       KS
 subj_159_trials_50   3.5334   4.2019   0.3116   0.6226   0.0000   0.9997   0.2850       KS
 subj_159_trials_60   1.0834   5.1245   0.3064   0.0524   0.0000   0.9615   0.0150       KS
 subj_15_trials_10   0.6357   1.2252   0.2919   0.0027   0.0000   0.9832   0.0160       KS
 subj_15_trials_20   0.7066   2.7498   0.2920   0.0012   0.0000   0.9988   0.0160       KS
 subj_15_trials_30   0.8042   0.7910   0.3092   0.0657   0.0000   0.9963   0.0310       KS
 subj_15_trials_40   0.6735   6.0431   0.3581   0.1396   0.0000   0.9787   0.0160       KS
 subj_15_trials_50   1.5963   0.8075   0.2731   0.0376   0.0000   0.9997   0.0620       KS
 subj_15_trials_60   0.6489   1.3646   0.2965   0.0009   0.0000   0.9787   0.0220       KS
 subj_160_trials_10   0.7320   4.2785   0.2923   0.0014   0.0000   0.9999   0.0150       KS
 subj_160_trials_20   0.6432   1.4356   0.2972   0.0675   0.0000   0.9696   0.0160       KS
 subj_160_trials_30   0.8530   0.7464   0.3105   0.0770   0.0000   0.9963   0.0310       KS
 subj_160_trials_40   0.7906   5.8042   0.3452   0.1165   0.0000   0.9826   0.0100       KS
 subj_160_trials_50   1.2290   3.8510   0.3444   0.0096   0.0000   0.8656   0.0160       KS
 subj_160_trials_60   1.0124   5.3825   0.3633   0.0652   0.0000   0.9486   0.0150       KS
 subj_161_trials_10   0.6366   3.3008   0.3028   0.0777   0.0000   1.0000   0.0100       KS
 subj_161_trials_20   0.8966   4.8252   0.3274   0.0674   0.0000   0.9825   0.0330       KS
 subj_161_trials_30   1.2282   3.9969   0.3070   0.0525   0.0000   0.9907   0.0250       KS
 subj_161_trials_40   1.1963   5.3436   0.3519   0.2014   0.0000   1.0000   0.0780       KS
 subj_161_trials_50   0.8890   5.4923   0.3241   0.1267   0.0000   0.9995   0.0380       KS
 subj_161_trials_60   0.9666   5.1709   0.3506   0.1471   0.0000   0.9984   0.0360       KS
 subj_162_trials_10   0.8589   1.9483   0.3276   0.1259   0.0000   1.0000   0.0150       KS
 subj_162_trials_20   0.5571   4.9953   0.3849   0.1301   0.0000   0.9725   0.0310       KS
 subj_162_trials_30   1.3731   3.3984   0.3284   0.2165   0.0000   0.9997   0.0470       KS
 subj_162_trials_40   1.1308   3.3658   0.3537   0.0048   0.0000   0.7913   0.0160       KS
 subj_162_trials_50   0.4983   6.8627   0.3628   0.1046   0.0000   0.9765   0.0220       KS
 subj_162_trials_60   0.6882   1.3354   0.2940   0.0209   0.0000   0.9935   0.0310       KS
 subj_163_trials_10   0.6457   2.6628   0.2879   0.0001   0.0000   0.9964   0.0160       KS
 subj_163_trials_20   1.4162   1.4937   0.2667   0.0527   0.0000   0.9744   0.0530       KS
 subj_163_trials_30   1.6107   2.8674   0.3346   0.2191   0.0000   0.9998   0.1030       KS
 subj_163_trials_40   1.5707   5.3699   0.3020   0.1494   0.0000   0.9629   0.0470       KS
 subj_163_trials_50   2.1258   5.0338   0.4203   0.3768   0.0000   0.9984   0.1140       KS
 subj_163_trials_60   1.2297   0.9363   0.2783   0.0375   0.0000   0.9976   0.0380       KS
 subj_164_trials_10   0.7401   0.2882   0.2894   0.0376   0.0000   0.9890   0.0310       KS
 subj_164_trials_20   0.7178   4.7643   0.3701   0.1074   0.0000   0.9977   0.0000       KS
 subj_164_trials_30   1.7277   6.3746   0.3225   0.2230   0.0000   0.9995   0.1040       KS
 subj_164_trials_40   1.0935   5.1181   0.3602   0.2012   0.0000   0.9722   0.0650       KS
 subj_164_trials_50   1.1420   6.7364   0.3403   0.1248   0.0000   0.9957   0.0310       KS
 subj_164_trials_60   0.9077   4.8109   0.2887   0.0376   0.0000   0.9807   0.0220       KS
 subj_165_trials_10   1.2509   3.0299   0.3629   0.0825   0.0000   1.0000   0.0320       KS
 subj_165_trials_20   0.9318   2.3549   0.5110   0.4101   0.0000   0.9998   0.0690       KS
 subj_165_trials_30   0.9555   0.6788   0.2937   0.0576   0.0000   0.9814   0.0380       KS
 subj_165_trials_40   1.4468   4.8429   0.4142   0.3471   0.0000   0.9781   0.0770       KS
 subj_165_trials_50   1.8448   3.5693   0.3642   0.4451   0.0000   0.9992   0.1170       KS
 subj_165_trials_60   0.8479   1.2574   0.2890   0.0375   0.0000   0.9903   0.0320       KS
 subj_166_trials_10   1.5928   1.8160   0.2718   0.0009   0.0000   0.9999   0.0520       KS
 subj_166_trials_20   0.5505   5.1072   0.3445   0.1164   0.0000   1.0000   0.0160       KS
 subj_166_trials_30   2.0705   1.7746   0.1750   0.0051   0.0000   0.9292   0.0690       KS
 subj_166_trials_40   0.5923   0.9833   0.2976   0.0003   0.0000   0.9755   0.0160       KS
 subj_166_trials_50   2.0774   5.2165   0.3694   0.3124   0.0000   0.9775   0.1000       KS
 subj_166_trials_60   1.6225   3.5033   0.3180   0.2058   0.0000   0.9976   0.0620       KS
 subj_167_trials_10   1.5867   3.1323   0.3702   0.1377   0.0000   1.0000   0.0230       KS
 subj_167_trials_20   1.4992   3.0099   0.3003   0.0893   0.0000   0.9918   0.0310       KS
 subj_167_trials_30   0.7838   0.8088   0.3082   0.0584   0.0000   0.9962   0.0150       KS
 subj_167_trials_40   1.0249   5.3869   0.3953   0.1367   0.0000   0.9266   0.0380       KS
 subj_167_trials_50   2.8003   4.3975   0.4053   0.6421   0.0000   0.9997   0.2850       KS
 subj_167_trials_60   1.0147   4.0513   0.2837   0.0007   0.0000   0.9965   0.0400       KS
 subj_168_trials_10   0.7848   1.0526   0.2879   0.0375   0.0000   0.9807   0.0190       KS
 subj_168_trials_20   0.7619   2.4070   0.2928   0.0019   0.0000   0.9987   0.0100       KS
 subj_168_trials_30   0.7109   1.7535   0.3047   0.0525   0.0000   0.9985   0.0160       KS
 subj_168_trials_40   2.0203   3.4705   0.3335   0.2390   0.0000   0.9997   0.0850       KS
 subj_168_trials_50   1.5590   7.0274   0.3321   0.1683   0.0000   0.9714   0.0620       KS
 subj_168_trials_60   0.8212   0.9600   0.2987   0.1275   0.0000   0.9822   0.0220       KS
 subj_169_trials_10   0.8606   0.2571   0.2844   0.0028   0.0000   0.9898   0.0160       KS
 subj_169_trials_20   0.4989   4.8862   0.4218   0.1238   0.0000   0.9524   0.0310       KS
 subj_169_trials_30   0.5175   3.4355   0.3052   0.0375   0.0000   0.9995   0.0160       KS
 subj_169_trials_40   1.2146   0.5148   0.2900   0.0036   0.0000   0.9916   0.0600       KS
 subj_169_trials_50   1.1615   4.9542   0.4029   0.2588   0.0000   0.9822   0.0780       KS
 subj_169_trials_60   0.7571   1.4454   0.2893   0.0042   0.0000   0.9930   0.0310       KS
 subj_16_trials_10   0.8778   5.4306   0.3257   0.0525   0.0000   1.0000   0.0000       KS
 subj_16_trials_20   0.8633   2.2498   0.2881   0.0021   0.0000   0.9988   0.0310       KS
 subj_16_trials_30   0.6105   4.4071   0.3872   0.1447   0.0000   0.9884   0.0160       KS
 subj_16_trials_40   1.1743   0.8465   0.2791   0.0377   0.0000   0.9950   0.0560       KS
 subj_16_trials_50   0.6590   6.2762   0.3109   0.0763   0.0000   0.9997   0.0310       KS
 subj_16_trials_60   1.3138   2.9313   0.2847   0.1471   0.0000   0.9959   0.0510       KS
 subj_170_trials_10   0.9062   0.1319   0.2821   0.0007   0.0000   0.9865   0.0150       KS
 subj_170_trials_20   1.7325   1.7386   0.2042   0.0379   0.0000   0.9777   0.0310       KS
 subj_170_trials_30   1.4488   2.5323   0.2388   0.0026   0.0000   0.9284   0.0220       KS
 subj_170_trials_40   1.1738   3.5309   0.2690   0.0041   0.0000   0.9857   0.0320       KS
 subj_170_trials_50   0.7788   1.3226   0.2945   0.0375   0.0000   0.9990   0.0310       KS
 subj_170_trials_60   0.7820   2.5492   0.3006   0.0532   0.0000   0.9999   0.0160       KS
 subj_171_trials_10   0.4703   3.3482   0.3268   0.0675   0.0000   0.9999   0.0220       KS
 subj_171_trials_20   0.6008   2.0675   0.2932   0.0008   0.0000   0.9841   0.0150       KS
 subj_171_trials_30   1.2446   0.7989   0.3042   0.0525   0.0000   0.9993   0.0320       KS
 subj_171_trials_40   1.0516   0.9289   0.2843   0.0021   0.0000   0.9953   0.0320       KS
 subj_171_trials_50   0.9886   1.3500   0.2951   0.0005   0.0000   0.9997   0.0310       KS
 subj_171_trials_60   1.5929   2.0644   0.2721   0.0376   0.0000   0.9192   0.1010       KS
 subj_172_trials_10   0.7119   1.1328   0.2889   0.0040   0.0000   0.9833   0.0150       KS
 subj_172_trials_20   1.1077   3.6389   0.3068   0.0525   0.0000   0.9920   0.0160       KS
 subj_172_trials_30   0.9077   3.9016   0.3793   0.1730   0.0000   0.9957   0.0310       KS
 subj_172_trials_40   0.9952   1.1420   0.2879   0.0375   0.0000   0.9967   0.0150       KS
 subj_172_trials_50   1.7427   1.4563   0.3772   0.6314   0.0000   0.9996   0.1780       KS
 subj_172_trials_60   1.4933   3.7180   0.3220   0.1970   0.0000   0.9998   0.0850       KS
 subj_173_trials_10   0.6645   1.2252   0.2904   0.0376   0.0000   0.9818   0.0220       KS
 subj_173_trials_20   1.2513   0.9659   0.2735   0.0375   0.0000   0.9838   0.0470       KS
 subj_173_trials_30   0.4650   4.3800   0.3130   0.0199   0.0000   0.9952   0.0160       KS
 subj_173_trials_40   1.0814   3.3898   0.3907   0.2025   0.0000   0.9693   0.0380       KS
 subj_173_trials_50   1.0517   3.3977   0.3424   0.2464   0.0000   0.9997   0.0620       KS
 subj_173_trials_60   1.5440   2.8353   0.3079   0.2277   0.0000   0.9971   0.0540       KS
 subj_174_trials_10   1.1290   2.6267   0.3884   0.1133   0.0000   1.0000   0.0310       KS
 subj_174_trials_20   0.9248   2.8893   0.4154   0.2556   0.0000   1.0000   0.0530       KS
 subj_174_trials_30   1.0448   4.3981   0.3775   0.0001   0.0000   0.9388   0.0160       KS
